agent,scenario,from_level,to_level,transition,new_information,delta_B_pp
14,3,3,4,L3→L4,Family killed in drone bombing,5.0
15,3,3,4,L3→L4,Family killed in drone bombing,5.0
16,3,3,4,L3→L4,Family killed in drone bombing,5.0
17,3,3,4,L3→L4,Family killed in drone bombing,5.0
18,3,3,4,L3→L4,Family killed in drone bombing,5.0
19,3,3,4,L3→L4,Family killed in drone bombing,5.0
20,3,3,4,L3→L4,Family killed in drone bombing,5.0
21,3,3,4,L3→L4,Family killed in drone bombing,5.0
22,3,3,4,L3→L4,Family killed in drone bombing,5.0
23,3,3,4,L3→L4,Family killed in drone bombing,5.0
24,3,3,4,L3→L4,Family killed in drone bombing,5.0
25,3,3,4,L3→L4,Family killed in drone bombing,5.0
26,3,3,4,L3→L4,Family killed in drone bombing,5.0
27,3,3,4,L3→L4,Family killed in drone bombing,5.0
28,3,3,4,L3→L4,Family killed in drone bombing,5.0
29,3,3,4,L3→L4,Family killed in drone bombing,5.0
30,3,3,4,L3→L4,Family killed in drone bombing,5.0
31,3,3,4,L3→L4,Family killed in drone bombing,5.0
32,3,3,4,L3→L4,Family killed in drone bombing,5.0
33,3,3,4,L3→L4,Family killed in drone bombing,5.0
34,3,3,4,L3→L4,Family killed in drone bombing,5.0
35,3,3,4,L3→L4,Family killed in drone bombing,5.0
36,3,3,4,L3→L4,Family killed in drone bombing,5.0
37,3,3,4,L3→L4,Family killed in drone bombing,5.0
38,3,3,4,L3→L4,Family killed in drone bombing,5.0
39,3,3,4,L3→L4,Family killed in drone bombing,5.0
40,3,3,4,L3→L4,Family killed in drone bombing,5.0
41,3,3,4,L3→L4,Family killed in drone bombing,5.0
42,3,3,4,L3→L4,Family killed in drone bombing,5.0
43,3,3,4,L3→L4,Family killed in drone bombing,5.0
44,3,3,4,L3→L4,Family killed in drone bombing,5.0
45,3,3,4,L3→L4,Family killed in drone bombing,5.0
46,3,3,4,L3→L4,Family killed in drone bombing,5.0
47,3,3,4,L3→L4,Family killed in drone bombing,5.0
48,3,3,4,L3→L4,Family killed in drone bombing,5.0
49,3,3,4,L3→L4,Family killed in drone bombing,10.0
50,3,3,4,L3→L4,Family killed in drone bombing,5.0
1,3,4,5,L4→L5,Family in insurgency leadership,-5.0
2,3,4,5,L4→L5,Family in insurgency leadership,-5.0
3,3,4,5,L4→L5,Family in insurgency leadership,-5.0
4,3,4,5,L4→L5,Family in insurgency leadership,-5.0
5,3,4,5,L4→L5,Family in insurgency leadership,-5.0
6,3,4,5,L4→L5,Family in insurgency leadership,-5.0
7,3,4,5,L4→L5,Family in insurgency leadership,-5.0
8,3,4,5,L4→L5,Family in insurgency leadership,-5.0
9,3,4,5,L4→L5,Family in insurgency leadership,-5.0
10,3,4,5,L4→L5,Family in insurgency leadership,-5.0
11,3,4,5,L4→L5,Family in insurgency leadership,0.0
12,3,4,5,L4→L5,Family in insurgency leadership,-5.0
13,3,4,5,L4→L5,Family in insurgency leadership,-15.0
14,3,4,5,L4→L5,Family in insurgency leadership,-5.0
15,3,4,5,L4→L5,Family in insurgency leadership,-5.0
16,3,4,5,L4→L5,Family in insurgency leadership,-5.0
17,3,4,5,L4→L5,Family in insurgency leadership,-5.0
18,3,4,5,L4→L5,Family in insurgency leadership,-5.0
19,3,4,5,L4→L5,Family in insurgency leadership,-10.0
20,3,4,5,L4→L5,Family in insurgency leadership,-5.0
21,3,4,5,L4→L5,Family in insurgency leadership,-5.0
22,3,4,5,L4→L5,Family in insurgency leadership,-5.0
23,3,4,5,L4→L5,Family in insurgency leadership,-5.0
24,3,4,5,L4→L5,Family in insurgency leadership,-2.5
25,3,4,5,L4→L5,Family in insurgency leadership,-5.0
26,3,4,5,L4→L5,Family in insurgency leadership,-5.0
27,3,4,5,L4→L5,Family in insurgency leadership,-10.0
28,3,4,5,L4→L5,Family in insurgency leadership,-5.0
29,3,4,5,L4→L5,Family in insurgency leadership,-5.0
30,3,4,5,L4→L5,Family in insurgency leadership,-5.0
31,3,4,5,L4→L5,Family in insurgency leadership,-5.0
32,3,4,5,L4→L5,Family in insurgency leadership,-5.0
33,3,4,5,L4→L5,Family in insurgency leadership,-5.0
34,3,4,5,L4→L5,Family in insurgency leadership,-15.0
35,3,4,5,L4→L5,Family in insurgency leadership,-5.0
36,3,4,5,L4→L5,Family in insurgency leadership,-5.0
37,3,4,5,L4→L5,Family in insurgency leadership,-10.0
38,3,4,5,L4→L5,Family in insurgency leadership,5.0
39,3,4,5,L4→L5,Family in insurgency leadership,-10.0
40,3,4,5,L4→L5,Family in insurgency leadership,-5.0
41,3,4,5,L4→L5,Family in insurgency leadership,-5.0
42,3,4,5,L4→L5,Family in insurgency leadership,-5.0
43,3,4,5,L4→L5,Family in insurgency leadership,-10.0
44,3,4,5,L4→L5,Family in insurgency leadership,-5.0
45,3,4,5,L4→L5,Family in insurgency leadership,-5.0
46,3,4,5,L4→L5,Family in insurgency leadership,-5.0
47,3,4,5,L4→L5,Family in insurgency leadership,-10.0
48,3,4,5,L4→L5,Family in insurgency leadership,-15.0
49,3,4,5,L4→L5,Family in insurgency leadership,-5.0
50,3,4,5,L4→L5,Family in insurgency leadership,-5.0
1,4,1,2,L1→L2,Drunk driving,-10.0
2,4,1,2,L1→L2,Drunk driving,-30.0
3,4,1,2,L1→L2,Drunk driving,-10.0
4,4,1,2,L1→L2,Drunk driving,-10.0
5,4,1,2,L1→L2,Drunk driving,-10.0
6,4,1,2,L1→L2,Drunk driving,-10.0
7,4,1,2,L1→L2,Drunk driving,-20.0
8,4,1,2,L1→L2,Drunk driving,-10.0
9,4,1,2,L1→L2,Drunk driving,-10.0
10,4,1,2,L1→L2,Drunk driving,-10.0
11,4,1,2,L1→L2,Drunk driving,-10.0
12,4,1,2,L1→L2,Drunk driving,-10.0
13,4,1,2,L1→L2,Drunk driving,-10.0
14,4,1,2,L1→L2,Drunk driving,-10.0
15,4,1,2,L1→L2,Drunk driving,-10.0
16,4,1,2,L1→L2,Drunk driving,-10.0
17,4,1,2,L1→L2,Drunk driving,-10.0
18,4,1,2,L1→L2,Drunk driving,-10.0
19,4,1,2,L1→L2,Drunk driving,-10.0
20,4,1,2,L1→L2,Drunk driving,-10.0
21,4,1,2,L1→L2,Drunk driving,-10.0
22,4,1,2,L1→L2,Drunk driving,-10.0
23,4,1,2,L1→L2,Drunk driving,-10.0
24,4,1,2,L1→L2,Drunk driving,-10.0
25,4,1,2,L1→L2,Drunk driving,-10.0
26,4,1,2,L1→L2,Drunk driving,-10.0
27,4,1,2,L1→L2,Drunk driving,-10.0
28,4,1,2,L1→L2,Drunk driving,-30.0
29,4,1,2,L1→L2,Drunk driving,-10.0
30,4,1,2,L1→L2,Drunk driving,-10.0
31,4,1,2,L1→L2,Drunk driving,-10.0
32,4,1,2,L1→L2,Drunk driving,-10.0
33,4,1,2,L1→L2,Drunk driving,-10.0
34,4,1,2,L1→L2,Drunk driving,-30.0
35,4,1,2,L1→L2,Drunk driving,-10.0
36,4,1,2,L1→L2,Drunk driving,-20.0
37,4,1,2,L1→L2,Drunk driving,-10.0
38,4,1,2,L1→L2,Drunk driving,-10.0
39,4,1,2,L1→L2,Drunk driving,-10.0
40,4,1,2,L1→L2,Drunk driving,-10.0
41,4,1,2,L1→L2,Drunk driving,-10.0
42,4,1,2,L1→L2,Drunk driving,-10.0
43,4,1,2,L1→L2,Drunk driving,-10.0
44,4,1,2,L1→L2,Drunk driving,-30.0
45,4,1,2,L1→L2,Drunk driving,-10.0
46,4,1,2,L1→L2,Drunk driving,-10.0
47,4,1,2,L1→L2,Drunk driving,-10.0
48,4,1,2,L1→L2,Drunk driving,-10.0
49,4,1,2,L1→L2,Drunk driving,-10.0
50,4,1,2,L1→L2,Drunk driving,-10.0
1,4,2,3,L2→L3,Drinking linked to bereavement,5.0
2,4,2,3,L2→L3,Drinking linked to bereavement,10.0
3,4,2,3,L2→L3,Drinking linked to bereavement,10.0
4,4,2,3,L2→L3,Drinking linked to bereavement,10.0
5,4,2,3,L2→L3,Drinking linked to bereavement,10.0
6,4,2,3,L2→L3,Drinking linked to bereavement,10.0
7,4,2,3,L2→L3,Drinking linked to bereavement,10.0
8,4,2,3,L2→L3,Drinking linked to bereavement,10.0
9,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
10,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
11,4,2,3,L2→L3,Drinking linked to bereavement,10.0
12,4,2,3,L2→L3,Drinking linked to bereavement,10.0
13,4,2,3,L2→L3,Drinking linked to bereavement,10.0
14,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
15,4,2,3,L2→L3,Drinking linked to bereavement,10.0
16,4,2,3,L2→L3,Drinking linked to bereavement,10.0
17,4,2,3,L2→L3,Drinking linked to bereavement,10.0
18,4,2,3,L2→L3,Drinking linked to bereavement,10.0
19,4,2,3,L2→L3,Drinking linked to bereavement,10.0
20,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
21,4,2,3,L2→L3,Drinking linked to bereavement,10.0
22,4,2,3,L2→L3,Drinking linked to bereavement,10.0
23,4,2,3,L2→L3,Drinking linked to bereavement,10.0
24,4,2,3,L2→L3,Drinking linked to bereavement,10.0
25,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
26,4,2,3,L2→L3,Drinking linked to bereavement,10.0
27,4,2,3,L2→L3,Drinking linked to bereavement,10.0
28,4,2,3,L2→L3,Drinking linked to bereavement,10.0
29,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
30,4,2,3,L2→L3,Drinking linked to bereavement,10.0
31,4,2,3,L2→L3,Drinking linked to bereavement,10.0
32,4,2,3,L2→L3,Drinking linked to bereavement,10.0
33,4,2,3,L2→L3,Drinking linked to bereavement,10.0
34,4,2,3,L2→L3,Drinking linked to bereavement,10.0
35,4,2,3,L2→L3,Drinking linked to bereavement,10.0
36,4,2,3,L2→L3,Drinking linked to bereavement,10.0
37,4,2,3,L2→L3,Drinking linked to bereavement,5.0
38,4,2,3,L2→L3,Drinking linked to bereavement,10.0
39,4,2,3,L2→L3,Drinking linked to bereavement,10.0
40,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
41,4,2,3,L2→L3,Drinking linked to bereavement,10.0
42,4,2,3,L2→L3,Drinking linked to bereavement,5.0
43,4,2,3,L2→L3,Drinking linked to bereavement,10.0
44,4,2,3,L2→L3,Drinking linked to bereavement,10.0
45,4,2,3,L2→L3,Drinking linked to bereavement,5.000000000000007
46,4,2,3,L2→L3,Drinking linked to bereavement,10.0
47,4,2,3,L2→L3,Drinking linked to bereavement,10.0
48,4,2,3,L2→L3,Drinking linked to bereavement,10.0
49,4,2,3,L2→L3,Drinking linked to bereavement,10.0
50,4,2,3,L2→L3,Drinking linked to bereavement,10.0
1,4,3,4,L3→L4,Friend died in war,5.0
2,4,3,4,L3→L4,Friend died in war,10.0
3,4,3,4,L3→L4,Friend died in war,5.0
4,4,3,4,L3→L4,Friend died in war,5.0
5,4,3,4,L3→L4,Friend died in war,0.0
6,4,3,4,L3→L4,Friend died in war,5.0
7,4,3,4,L3→L4,Friend died in war,5.0
8,4,3,4,L3→L4,Friend died in war,5.0
9,4,3,4,L3→L4,Friend died in war,1.0
10,4,3,4,L3→L4,Friend died in war,4.999999999999993
11,4,3,4,L3→L4,Friend died in war,5.0
12,4,3,4,L3→L4,Friend died in war,5.0
13,4,3,4,L3→L4,Friend died in war,5.0
14,4,3,4,L3→L4,Friend died in war,4.999999999999993
15,4,3,4,L3→L4,Friend died in war,5.0
16,4,3,4,L3→L4,Friend died in war,5.0
17,4,3,4,L3→L4,Friend died in war,5.0
18,4,3,4,L3→L4,Friend died in war,5.0
19,4,3,4,L3→L4,Friend died in war,5.0
20,4,3,4,L3→L4,Friend died in war,4.999999999999993
21,4,3,4,L3→L4,Friend died in war,5.0
22,4,3,4,L3→L4,Friend died in war,5.0
23,4,3,4,L3→L4,Friend died in war,5.0
24,4,3,4,L3→L4,Friend died in war,5.0
25,4,3,4,L3→L4,Friend died in war,4.999999999999993
26,4,3,4,L3→L4,Friend died in war,5.0
27,4,3,4,L3→L4,Friend died in war,5.0
28,4,3,4,L3→L4,Friend died in war,10.0
29,4,3,4,L3→L4,Friend died in war,4.999999999999993
30,4,3,4,L3→L4,Friend died in war,5.0
31,4,3,4,L3→L4,Friend died in war,5.0
32,4,3,4,L3→L4,Friend died in war,5.0
33,4,3,4,L3→L4,Friend died in war,0.0
34,4,3,4,L3→L4,Friend died in war,10.0
35,4,3,4,L3→L4,Friend died in war,5.0
36,4,3,4,L3→L4,Friend died in war,5.000000000000007
37,4,3,4,L3→L4,Friend died in war,5.0
38,4,3,4,L3→L4,Friend died in war,5.0
39,4,3,4,L3→L4,Friend died in war,5.0
40,4,3,4,L3→L4,Friend died in war,4.999999999999993
41,4,3,4,L3→L4,Friend died in war,5.0
42,4,3,4,L3→L4,Friend died in war,5.0
43,4,3,4,L3→L4,Friend died in war,5.0
44,4,3,4,L3→L4,Friend died in war,10.0
45,4,3,4,L3→L4,Friend died in war,4.999999999999993
46,4,3,4,L3→L4,Friend died in war,5.0
47,4,3,4,L3→L4,Friend died in war,5.0
48,4,3,4,L3→L4,Friend died in war,5.0
49,4,3,4,L3→L4,Friend died in war,5.0
50,4,3,4,L3→L4,Friend died in war,5.0
1,4,4,5,L4→L5,B survived same ambush,10.0
2,4,4,5,L4→L5,B survived same ambush,10.0
3,4,4,5,L4→L5,B survived same ambush,5.0
4,4,4,5,L4→L5,B survived same ambush,5.0
5,4,4,5,L4→L5,B survived same ambush,10.0
6,4,4,5,L4→L5,B survived same ambush,5.0
7,4,4,5,L4→L5,B survived same ambush,5.0
8,4,4,5,L4→L5,B survived same ambush,5.0
9,4,4,5,L4→L5,B survived same ambush,0.9999999999999858
10,4,4,5,L4→L5,B survived same ambush,5.0
11,4,4,5,L4→L5,B survived same ambush,5.0
12,4,4,5,L4→L5,B survived same ambush,5.0
13,4,4,5,L4→L5,B survived same ambush,5.0
14,4,4,5,L4→L5,B survived same ambush,5.0
15,4,4,5,L4→L5,B survived same ambush,5.0
16,4,4,5,L4→L5,B survived same ambush,5.0
17,4,4,5,L4→L5,B survived same ambush,5.0
18,4,4,5,L4→L5,B survived same ambush,5.0
19,4,4,5,L4→L5,B survived same ambush,5.0
20,4,4,5,L4→L5,B survived same ambush,5.0
21,4,4,5,L4→L5,B survived same ambush,5.0
22,4,4,5,L4→L5,B survived same ambush,5.0
23,4,4,5,L4→L5,B survived same ambush,5.0
24,4,4,5,L4→L5,B survived same ambush,5.0
25,4,4,5,L4→L5,B survived same ambush,5.0
26,4,4,5,L4→L5,B survived same ambush,5.0
27,4,4,5,L4→L5,B survived same ambush,5.0
28,4,4,5,L4→L5,B survived same ambush,10.0
29,4,4,5,L4→L5,B survived same ambush,10.0
30,4,4,5,L4→L5,B survived same ambush,5.0
31,4,4,5,L4→L5,B survived same ambush,5.0
32,4,4,5,L4→L5,B survived same ambush,5.0
33,4,4,5,L4→L5,B survived same ambush,10.0
34,4,4,5,L4→L5,B survived same ambush,10.0
35,4,4,5,L4→L5,B survived same ambush,5.0
36,4,4,5,L4→L5,B survived same ambush,4.999999999999993
37,4,4,5,L4→L5,B survived same ambush,5.0
38,4,4,5,L4→L5,B survived same ambush,5.0
39,4,4,5,L4→L5,B survived same ambush,5.0
40,4,4,5,L4→L5,B survived same ambush,5.0
41,4,4,5,L4→L5,B survived same ambush,5.0
42,4,4,5,L4→L5,B survived same ambush,5.0
43,4,4,5,L4→L5,B survived same ambush,5.0
44,4,4,5,L4→L5,B survived same ambush,10.0
45,4,4,5,L4→L5,B survived same ambush,5.0
46,4,4,5,L4→L5,B survived same ambush,5.0
47,4,4,5,L4→L5,B survived same ambush,5.0
48,4,4,5,L4→L5,B survived same ambush,5.0
49,4,4,5,L4→L5,B survived same ambush,5.0
50,4,4,5,L4→L5,B survived same ambush,5.0
1,5,1,2,L1→L2,Former professional athlete,5.0
2,5,1,2,L1→L2,Former professional athlete,8.0
3,5,1,2,L1→L2,Former professional athlete,0.0
4,5,1,2,L1→L2,Former professional athlete,0.0
5,5,1,2,L1→L2,Former professional athlete,5.0
6,5,1,2,L1→L2,Former professional athlete,8.0
7,5,1,2,L1→L2,Former professional athlete,5.0
8,5,1,2,L1→L2,Former professional athlete,5.0
9,5,1,2,L1→L2,Former professional athlete,5.0
10,5,1,2,L1→L2,Former professional athlete,5.0
11,5,1,2,L1→L2,Former professional athlete,-5.0
12,5,1,2,L1→L2,Former professional athlete,0.0
13,5,1,2,L1→L2,Former professional athlete,8.0
14,5,1,2,L1→L2,Former professional athlete,5.0
15,5,1,2,L1→L2,Former professional athlete,5.0
16,5,1,2,L1→L2,Former professional athlete,3.000000000000007
17,5,1,2,L1→L2,Former professional athlete,5.0
18,5,1,2,L1→L2,Former professional athlete,5.0
19,5,1,2,L1→L2,Former professional athlete,5.0
20,5,1,2,L1→L2,Former professional athlete,5.0
21,5,1,2,L1→L2,Former professional athlete,5.0
22,5,1,2,L1→L2,Former professional athlete,5.0
23,5,1,2,L1→L2,Former professional athlete,5.0
24,5,1,2,L1→L2,Former professional athlete,-5.0
25,5,1,2,L1→L2,Former professional athlete,5.0
26,5,1,2,L1→L2,Former professional athlete,5.0
27,5,1,2,L1→L2,Former professional athlete,5.0
28,5,1,2,L1→L2,Former professional athlete,5.0
29,5,1,2,L1→L2,Former professional athlete,5.0
30,5,1,2,L1→L2,Former professional athlete,5.0
31,5,1,2,L1→L2,Former professional athlete,5.0
32,5,1,2,L1→L2,Former professional athlete,5.0
33,5,1,2,L1→L2,Former professional athlete,8.0
34,5,1,2,L1→L2,Former professional athlete,5.0
35,5,1,2,L1→L2,Former professional athlete,5.0
36,5,1,2,L1→L2,Former professional athlete,5.0
37,5,1,2,L1→L2,Former professional athlete,5.0
38,5,1,2,L1→L2,Former professional athlete,5.0
39,5,1,2,L1→L2,Former professional athlete,5.0
40,5,1,2,L1→L2,Former professional athlete,-5.0
41,5,1,2,L1→L2,Former professional athlete,5.0
42,5,1,2,L1→L2,Former professional athlete,5.0
43,5,1,2,L1→L2,Former professional athlete,5.0
44,5,1,2,L1→L2,Former professional athlete,5.0
45,5,1,2,L1→L2,Former professional athlete,5.0
46,5,1,2,L1→L2,Former professional athlete,5.0
47,5,1,2,L1→L2,Former professional athlete,5.0
48,5,1,2,L1→L2,Former professional athlete,5.0
49,5,1,2,L1→L2,Former professional athlete,-5.0
50,5,1,2,L1→L2,Former professional athlete,0.0
1,5,2,3,L2→L3,Career-ending injury,5.0
2,5,2,3,L2→L3,Career-ending injury,5.0
3,5,2,3,L2→L3,Career-ending injury,0.0
4,5,2,3,L2→L3,Career-ending injury,0.0
5,5,2,3,L2→L3,Career-ending injury,5.0
6,5,2,3,L2→L3,Career-ending injury,5.0
7,5,2,3,L2→L3,Career-ending injury,5.0
8,5,2,3,L2→L3,Career-ending injury,5.0
9,5,2,3,L2→L3,Career-ending injury,5.0
10,5,2,3,L2→L3,Career-ending injury,5.0
11,5,2,3,L2→L3,Career-ending injury,5.0
12,5,2,3,L2→L3,Career-ending injury,0.0
13,5,2,3,L2→L3,Career-ending injury,5.0
14,5,2,3,L2→L3,Career-ending injury,5.0
15,5,2,3,L2→L3,Career-ending injury,5.0
16,5,2,3,L2→L3,Career-ending injury,4.999999999999993
17,5,2,3,L2→L3,Career-ending injury,5.0
18,5,2,3,L2→L3,Career-ending injury,5.0
19,5,2,3,L2→L3,Career-ending injury,5.0
20,5,2,3,L2→L3,Career-ending injury,5.0
21,5,2,3,L2→L3,Career-ending injury,5.0
22,5,2,3,L2→L3,Career-ending injury,5.0
23,5,2,3,L2→L3,Career-ending injury,5.0
24,5,2,3,L2→L3,Career-ending injury,5.0
25,5,2,3,L2→L3,Career-ending injury,5.0
26,5,2,3,L2→L3,Career-ending injury,5.0
27,5,2,3,L2→L3,Career-ending injury,5.0
28,5,2,3,L2→L3,Career-ending injury,5.0
29,5,2,3,L2→L3,Career-ending injury,5.0
30,5,2,3,L2→L3,Career-ending injury,5.0
31,5,2,3,L2→L3,Career-ending injury,5.0
32,5,2,3,L2→L3,Career-ending injury,5.0
33,5,2,3,L2→L3,Career-ending injury,5.0
34,5,2,3,L2→L3,Career-ending injury,5.0
35,5,2,3,L2→L3,Career-ending injury,5.0
36,5,2,3,L2→L3,Career-ending injury,5.0
37,5,2,3,L2→L3,Career-ending injury,5.0
38,5,2,3,L2→L3,Career-ending injury,5.0
39,5,2,3,L2→L3,Career-ending injury,5.0
40,5,2,3,L2→L3,Career-ending injury,5.0
41,5,2,3,L2→L3,Career-ending injury,5.0
42,5,2,3,L2→L3,Career-ending injury,5.0
43,5,2,3,L2→L3,Career-ending injury,5.0
44,5,2,3,L2→L3,Career-ending injury,5.0
45,5,2,3,L2→L3,Career-ending injury,5.0
46,5,2,3,L2→L3,Career-ending injury,5.0
47,5,2,3,L2→L3,Career-ending injury,5.0
48,5,2,3,L2→L3,Career-ending injury,5.0
49,5,2,3,L2→L3,Career-ending injury,5.0
50,5,2,3,L2→L3,Career-ending injury,5.0
1,5,3,4,L3→L4,Painkiller addiction,5.0
2,5,3,4,L3→L4,Painkiller addiction,5.0
3,5,3,4,L3→L4,Painkiller addiction,10.0
4,5,3,4,L3→L4,Painkiller addiction,5.0
5,5,3,4,L3→L4,Painkiller addiction,5.0
6,5,3,4,L3→L4,Painkiller addiction,5.0
7,5,3,4,L3→L4,Painkiller addiction,5.0
8,5,3,4,L3→L4,Painkiller addiction,5.0
9,5,3,4,L3→L4,Painkiller addiction,5.0
10,5,3,4,L3→L4,Painkiller addiction,5.0
11,5,3,4,L3→L4,Painkiller addiction,5.0
12,5,3,4,L3→L4,Painkiller addiction,10.0
13,5,3,4,L3→L4,Painkiller addiction,5.0
14,5,3,4,L3→L4,Painkiller addiction,5.0
15,5,3,4,L3→L4,Painkiller addiction,5.0
16,5,3,4,L3→L4,Painkiller addiction,5.0
17,5,3,4,L3→L4,Painkiller addiction,5.0
18,5,3,4,L3→L4,Painkiller addiction,5.0
19,5,3,4,L3→L4,Painkiller addiction,5.0
20,5,3,4,L3→L4,Painkiller addiction,5.0
21,5,3,4,L3→L4,Painkiller addiction,5.0
22,5,3,4,L3→L4,Painkiller addiction,5.0
23,5,3,4,L3→L4,Painkiller addiction,5.0
24,5,3,4,L3→L4,Painkiller addiction,5.0
25,5,3,4,L3→L4,Painkiller addiction,5.0
26,5,3,4,L3→L4,Painkiller addiction,5.0
27,5,3,4,L3→L4,Painkiller addiction,5.0
28,5,3,4,L3→L4,Painkiller addiction,5.0
29,5,3,4,L3→L4,Painkiller addiction,5.0
30,5,3,4,L3→L4,Painkiller addiction,5.0
31,5,3,4,L3→L4,Painkiller addiction,5.0
32,5,3,4,L3→L4,Painkiller addiction,5.0
33,5,3,4,L3→L4,Painkiller addiction,5.0
34,5,3,4,L3→L4,Painkiller addiction,5.0
35,5,3,4,L3→L4,Painkiller addiction,5.0
36,5,3,4,L3→L4,Painkiller addiction,5.0
37,5,3,4,L3→L4,Painkiller addiction,5.0
38,5,3,4,L3→L4,Painkiller addiction,5.0
39,5,3,4,L3→L4,Painkiller addiction,10.0
40,5,3,4,L3→L4,Painkiller addiction,5.0
41,5,3,4,L3→L4,Painkiller addiction,5.0
42,5,3,4,L3→L4,Painkiller addiction,5.0
43,5,3,4,L3→L4,Painkiller addiction,5.0
44,5,3,4,L3→L4,Painkiller addiction,5.0
45,5,3,4,L3→L4,Painkiller addiction,5.0
46,5,3,4,L3→L4,Painkiller addiction,5.0
47,5,3,4,L3→L4,Painkiller addiction,5.0
48,5,3,4,L3→L4,Painkiller addiction,5.0
49,5,3,4,L3→L4,Painkiller addiction,5.0
50,5,3,4,L3→L4,Painkiller addiction,5.0
1,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
2,5,4,5,L4→L5,Seeking rehab / fatherhood,10.0
3,5,4,5,L4→L5,Seeking rehab / fatherhood,10.0
4,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
5,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
6,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
7,5,4,5,L4→L5,Seeking rehab / fatherhood,3.0
8,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
9,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
10,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
11,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
12,5,4,5,L4→L5,Seeking rehab / fatherhood,10.0
13,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
14,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
15,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
16,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
17,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
18,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
19,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
20,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
21,5,4,5,L4→L5,Seeking rehab / fatherhood,3.0
22,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
23,5,4,5,L4→L5,Seeking rehab / fatherhood,3.0
24,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
25,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
26,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
27,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
28,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
29,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
30,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
31,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
32,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
33,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
34,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
35,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
36,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
37,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
38,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
39,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
40,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
41,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
42,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
43,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
44,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
45,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
46,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
47,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
48,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
49,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
50,5,4,5,L4→L5,Seeking rehab / fatherhood,5.0
1,6,1,2,L1→L2,Theft from employer,-20.0
2,6,1,2,L1→L2,Theft from employer,-20.0
3,6,1,2,L1→L2,Theft from employer,-20.0
4,6,1,2,L1→L2,Theft from employer,-20.0
5,6,1,2,L1→L2,Theft from employer,-20.0
6,6,1,2,L1→L2,Theft from employer,-20.0
7,6,1,2,L1→L2,Theft from employer,-20.0
8,6,1,2,L1→L2,Theft from employer,-20.0
9,6,1,2,L1→L2,Theft from employer,-20.0
10,6,1,2,L1→L2,Theft from employer,-20.0
11,6,1,2,L1→L2,Theft from employer,-20.0
12,6,1,2,L1→L2,Theft from employer,-20.0
13,6,1,2,L1→L2,Theft from employer,-20.0
14,6,1,2,L1→L2,Theft from employer,-20.0
15,6,1,2,L1→L2,Theft from employer,-20.0
